coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_c,teach_if,teach_of,handle_veterans,handle_rookies,handle_players,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,opener,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,basecoach_value
175,"Frank","Fultz","",81,"1959-5-23",0,206,205,183,1,16,2,0,0,0,0,0,0,0,0,0,18,1,2,23,101,10,14,17,89,99,149,0,0,0,0,0,1,2,3,3,0,83,0,0,0,0,0,0,2,1,2,-1,-1,0,-1,0,0,-1,0,1,1,-1,0,0,1,0,0,0,0,-5,0,0,-5,2,2,-1,0,0,0,0,0,12,6,1,1,0,0,0,0,98,104,45,2,0,54
176,"Sean","Thompson","",57,"1982-10-13",25145,206,210,184,6,0,6,0,23789,26,0,0,0,0,78,83,74,73,0,25,24,11,1,1,26,27,34,0,0,0,0,0,0,2,3,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,3,-3,2,1,-6,3,-2,0,11,6,2,1,1,-4,6,4,51,25,26,77,0,28
177,"Charlie","Kelly","",59,"1980-12-19",0,206,190,183,2,0,3,0,9465,0,0,0,0,0,20,22,16,10,3,57,56,65,77,78,75,65,133,0,0,0,0,0,1,2,1,0,0,100,0,0,0,0,1,-1,-1,0,0,-1,-1,3,-1,-1,1,1,1,0,0,1,1,-1,-1,-1,0,0,-1,-5,0,0,4,-5,0,0,5,6,4,-1,0,13,5,1,1,2,2,-6,3,80,65,66,17,0,85
178,"Trevor","Hurley","",52,"1987-7-28",80498,206,215,191,4,0,4,0,29943,0,0,0,0,0,9,2,13,0,2,4,96,1,9,1,60,87,136,0,0,0,0,0,0,2,3,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,4,-9,5,-8,-4,4,4,0,-1,15,4,1,0,-2,-5,3,8,40,96,27,5,0,26
179,"Fredi","Gonzalez","",76,"1964-1-28",31031,49,210,182,1,6,2,0,0,0,0,0,0,0,0,0,0,0,3,99,45,97,99,99,121,165,126,0,0,0,0,0,1,3,3,3,0,103,0,0,0,0,0,2,1,1,-1,-1,1,0,-2,0,-1,-1,0,1,0,-1,0,0,0,0,0,-2,0,-5,0,0,2,4,0,4,0,0,0,0,0,12,4,4,0,0,0,0,0,141,68,109,0,0,107
180,"Carlos","Tosca","",86,"1953-9-29",59042,49,210,181,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,105,0,111,95,110,132,126,171,0,0,0,0,0,1,2,3,3,0,99,0,0,0,0,0,1,1,1,1,-1,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-5,0,0,-3,4,5,6,-3,0,0,0,0,13,4,3,0,0,0,0,0,138,36,115,0,0,108
181,"Pete","Groshans","",44,"1995-9-21",50428,206,220,184,3,6,1,0,0,-2,0,0,0,0,66,45,72,46,2,23,22,25,27,16,21,1,13,0,0,0,0,0,0,1,1,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,2,1,5,1,-1,0,13,4,2,1,4,-1,-1,2,38,19,20,55,0,15
182,"Jonathon","McMichael","",43,"1996-10-10",8533,206,225,192,8,0,12,0,0,0,0,0,0,0,0,0,0,8,4,0,0,1,1,6,0,0,3,147,133,20,113,57,0,2,3,2,1,0,114,129,167,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,-2,-2,0,1,0,15,3,1,1,3,2,1,1,41,0,0,3,116,1
183,"Oscar","Calderin","",49,"1991-2-22",0,210,175,193,1,0,2,0,37843,0,0,0,0,0,22,21,20,23,2,96,111,109,104,116,103,80,149,0,0,0,0,0,4,2,3,0,0,103,0,0,0,0,-3,3,3,0,0,3,1,-2,-3,1,3,3,1,-3,2,3,-3,-1,3,-4,-3,2,4,-3,0,0,3,-4,-5,1,-4,-2,1,0,-1,12,7,1,0,-3,1,-1,3,110,111,100,22,0,109
184,"Jose","Guillen","",64,"1976-5-17",69886,56,215,185,5,0,5,0,7687,0,0,0,0,0,5,28,18,15,3,123,12,29,34,30,140,128,161,0,0,0,0,0,0,4,2,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,7,4,1,3,0,0,14,3,2,1,3,7,5,1,64,45,128,15,0,53
185,"Mark","Wiley","",92,"1948-2-28",54344,206,200,186,4,17,4,0,0,0,0,0,0,0,0,0,0,0,3,0,140,41,54,48,51,50,118,0,0,0,0,0,1,0,3,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,0,-4,-5,2,0,0,0,0,12,4,2,2,0,0,0,0,105,123,18,0,0,54
186,"Jerry","Manuel","",86,"1953-12-23",30266,206,200,190,1,25,2,0,0,0,0,0,0,0,14,10,25,0,1,118,74,114,111,125,135,136,158,0,0,0,0,0,1,3,2,3,0,117,0,0,0,0,0,-1,-2,-1,2,-1,1,0,-1,0,1,-1,0,0,0,2,0,0,0,0,0,2,0,-5,0,0,-4,-1,1,3,-1,0,0,0,0,13,4,2,1,0,0,0,0,157,91,124,10,0,121
187,"Sandy","Alomar Sr.","",96,"1943-10-19",69451,151,195,181,2,29,3,0,0,0,0,0,0,0,1,2,17,0,3,110,62,159,145,156,120,114,157,0,0,0,0,0,1,1,3,3,0,125,0,0,0,0,1,0,1,0,0,1,-1,0,-1,0,1,0,0,-1,0,0,0,0,-1,0,0,-1,0,-5,0,0,-3,1,1,1,5,0,5,1,0,12,4,3,1,-2,5,2,-1,168,79,115,3,0,141
188,"Ray","Ramirez","",65,"1975-2-14",1716,206,230,191,8,9,12,0,0,0,0,0,0,0,0,0,8,6,3,0,0,8,1,3,0,0,6,149,54,78,131,80,0,0,3,3,2,0,106,39,56,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-4,2,3,-3,-5,0,0,0,0,13,3,3,1,0,0,0,0,52,1,1,3,87,2
189,"Howard","Johnson","",79,"1960-11-29",14038,206,200,183,1,14,2,0,0,0,0,0,0,0,0,0,0,0,2,127,1,118,134,129,108,109,150,0,0,0,0,0,1,0,1,3,0,107,0,0,0,0,2,2,2,-2,4,-4,3,0,2,0,-2,-2,0,-3,-2,-1,0,0,2,0,0,3,0,-5,0,0,3,-3,0,5,-5,0,0,0,0,12,6,1,1,0,0,0,0,148,31,126,0,0,117
190,"Ben","Gaddis","",35,"2004-10-26",7837,206,205,175,8,0,12,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,1,0,0,2,130,70,194,42,186,0,2,2,1,1,0,165,168,66,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-4,1,2,0,2,3,0,0,12,3,3,2,-2,-1,7,2,51,0,0,1,127,1
191,"Charlie","Manuel","",96,"1944-1-4",56019,206,195,183,1,29,2,0,0,0,0,0,0,0,23,24,5,11,3,110,65,129,116,119,166,142,191,0,0,0,0,0,1,0,3,1,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,4,-5,3,-1,2,0,0,0,0,13,3,2,2,0,0,0,0,149,90,124,17,0,125
192,"Pete","Mackanin","",88,"1951-8-1",13181,206,195,186,1,21,2,0,0,0,0,0,0,0,1,1,1,1,2,115,85,101,95,94,137,143,152,0,0,0,0,0,1,0,3,3,0,119,0,0,0,0,2,1,4,-3,4,-2,-1,0,4,0,-2,-1,0,-2,0,-1,0,0,2,0,0,2,0,-5,0,0,3,-9,-2,-2,4,0,0,0,0,11,4,3,2,0,0,0,0,150,100,122,1,0,112
193,"Sean","Hall","",57,"1982-7-29",57383,206,195,188,8,24,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,200,174,164,96,154,0,1,1,3,2,0,27,83,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,-2,5,6,3,-1,0,12,5,2,1,-1,-6,-4,2,50,1,1,0,106,0
194,"Ramon A.","Ramirez","",57,"1982-9-16",16457,210,190,185,6,0,6,0,37148,40,0,0,0,0,117,148,100,131,0,19,29,43,45,45,7,47,18,0,0,0,0,0,0,1,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,4,-3,-4,2,-3,4,1,0,11,7,1,1,-6,-4,0,-2,81,28,20,127,0,36
195,"Milt","Thompson","",81,"1959-1-5",87845,206,195,191,5,12,5,0,0,0,0,0,0,0,0,0,0,0,3,145,11,101,108,113,55,87,150,0,0,0,0,0,1,0,0,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,1,-5,-6,-3,1,0,0,0,0,14,3,2,1,0,0,0,0,126,33,133,0,0,94
196,"Ryan","Edell","",56,"1983-7-6",10948,206,215,185,4,0,4,0,22360,0,0,0,0,0,37,37,53,47,2,2,194,32,30,33,159,153,145,0,0,0,0,0,0,1,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,-3,-2,-8,-4,1,3,0,-1,14,3,2,1,-7,-4,-3,0,71,184,40,42,0,51
197,"Manny","Acta","",71,"1969-1-11",70516,56,195,184,1,9,2,0,0,0,0,0,0,0,0,0,0,0,3,114,33,80,78,76,142,139,157,0,0,0,0,0,1,4,0,3,0,101,0,0,0,0,0,0,1,0,1,1,-1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,-5,0,0,3,-3,6,8,-1,0,0,0,0,15,4,1,0,0,0,0,0,134,61,122,0,0,99
198,"Jim","Riggleman","",87,"1952-11-9",25219,206,200,178,1,20,2,0,0,0,0,0,0,0,0,0,0,0,2,110,11,107,115,122,131,131,159,0,0,0,0,0,1,2,3,3,0,112,0,0,0,0,4,3,4,1,2,1,2,0,4,0,0,2,0,-1,2,1,0,0,4,0,0,4,0,-5,0,0,-2,4,3,3,3,0,0,0,0,13,4,3,0,0,0,0,0,136,43,118,0,0,115
199,"Juan","Diaz","",66,"1974-2-19",0,49,228,188,3,0,1,0,17825,4,0,0,0,0,60,80,49,73,2,15,8,1,12,8,4,11,5,0,0,0,0,0,0,2,0,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,2,4,-2,4,2,-3,1,-1,0,13,6,1,0,-1,0,1,-7,30,8,13,68,0,31
200,"Davon","Dalcourt","",49,"1990-10-20",14081,206,225,187,8,0,12,0,0,0,0,0,0,0,0,0,3,16,2,0,0,1,2,1,0,0,1,147,82,100,155,92,0,4,3,3,2,0,15,141,121,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,5,1,4,-3,-8,0,-2,-1,13,6,1,0,9,3,3,4,41,0,0,6,108,0
201,"Dana","Brown","",86,"1953-7-27",86613,206,190,185,6,10,6,0,0,6,0,0,0,0,124,121,148,132,1,0,0,1,6,6,0,0,8,0,0,0,0,0,0,0,3,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,1,3,9,3,0,0,0,0,14,4,1,1,0,0,0,0,68,1,1,129,0,15
202,"Agustin","Septimo","",56,"1984-5-27",71432,56,170,180,5,0,5,0,24091,0,0,0,0,0,27,19,28,17,1,90,44,42,36,40,123,122,159,0,0,0,0,0,2,2,3,3,0,60,0,0,0,0,-1,3,3,3,3,0,-3,-2,3,-3,-3,-2,-1,-2,0,-2,0,1,1,-1,1,3,3,-1,0,0,-1,-3,6,-2,2,-4,1,-1,0,12,4,2,2,-1,-1,0,0,69,67,101,22,0,60
203,"Tim","Bascom","",55,"1985-1-4",57649,206,205,185,4,0,4,0,23677,0,0,0,0,0,8,17,11,20,2,1,99,19,16,23,80,79,139,0,0,0,0,0,0,3,1,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,4,-3,-10,5,7,1,0,0,12,5,3,0,-7,0,-1,7,48,99,26,14,0,39
204,"Lou","Piniella","",96,"1943-8-28",78373,206,195,189,1,23,2,0,0,0,0,0,0,0,0,0,0,0,1,109,0,120,112,120,188,139,144,0,0,0,0,0,1,0,3,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,5,-7,-2,8,0,0,0,0,12,3,3,2,0,0,0,0,144,39,121,0,0,117
205,"Alan","Trammell","",82,"1958-2-21",27779,206,175,184,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,149,0,151,167,162,122,128,164,0,0,0,0,0,3,1,3,3,0,109,0,0,0,0,3,-2,3,2,1,0,1,0,-1,0,5,5,0,4,1,1,0,0,2,0,0,-3,0,-5,0,0,3,-3,-4,5,3,0,0,0,0,13,4,2,1,0,0,0,0,167,35,146,0,0,140
206,"Matt","Blank","",64,"1976-4-5",79430,206,195,188,3,0,1,0,3317,5,0,0,0,0,101,114,88,112,1,19,22,31,29,37,19,40,23,0,0,0,0,0,0,2,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,2,-2,1,-1,-4,-2,1,0,-1,12,3,3,2,7,-3,3,1,39,23,21,106,0,40
207,"Joe","Simons","",54,"1985-8-28",46514,206,200,175,8,14,12,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,5,4,0,0,5,162,61,143,68,40,0,2,3,1,2,0,97,72,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,0,5,-3,2,2,1,-1,14,3,3,0,5,0,-2,3,51,0,0,1,80,1
208,"Tim","Wilken","",74,"1965-12-17",78226,206,185,181,6,9,6,0,0,6,0,0,0,0,139,133,141,144,0,0,0,1,1,7,0,0,1,0,0,0,0,0,0,0,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,-4,1,3,-2,0,0,0,0,14,5,1,0,0,0,0,0,76,0,0,140,0,8
209,"Chris","Vinyard","",54,"1985-12-15",43894,206,230,193,5,0,5,0,23694,0,0,0,0,0,13,22,8,12,3,77,45,25,20,17,114,102,152,0,0,0,0,0,5,2,0,3,0,61,0,0,0,0,3,1,2,3,2,-3,-3,-2,3,-1,0,1,0,0,1,3,-1,3,3,3,3,2,3,-5,0,0,5,2,0,0,2,-2,1,-2,0,13,4,2,1,-5,-6,-3,-4,59,64,88,14,0,48
210,"Jose","Velez","",50,"1989-9-5",55211,206,205,185,4,0,4,0,39185,0,0,0,0,0,12,16,12,17,1,36,128,49,63,65,95,101,145,0,0,0,0,0,1,3,3,3,0,75,0,0,0,0,1,-1,0,-1,0,0,1,3,0,-1,-1,0,0,0,0,0,1,0,1,0,0,-1,1,-3,0,0,0,-5,-5,-7,5,-7,4,0,0,13,4,3,0,4,2,3,5,81,124,55,15,0,71
211,"Dusty","Baker","",91,"1949-6-15",66644,206,205,188,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,111,0,84,99,97,165,112,163,0,0,0,0,0,5,2,3,3,0,104,0,0,0,0,2,1,2,4,3,3,3,0,3,0,-1,-1,0,0,1,1,0,0,4,0,0,3,0,-5,0,0,5,-4,6,10,4,0,0,0,0,12,5,2,1,0,0,0,0,125,37,120,0,0,103
212,"Jeff","Kross","",43,"1996-7-12",82465,206,225,201,1,0,2,0,25789,0,0,0,0,0,18,8,20,2,1,84,92,83,77,74,77,91,141,0,0,0,0,0,1,2,3,3,0,107,0,0,0,0,1,1,1,0,-1,1,1,2,-1,0,0,0,0,1,-1,1,-1,1,-1,0,-1,0,0,-3,0,0,0,-5,-4,0,-5,-3,1,-1,-1,11,5,3,1,6,4,6,-6,93,95,89,11,0,89
213,"Erodis","Castillo","",46,"1993-11-29",71432,56,173,185,6,0,6,0,37663,29,0,0,0,0,81,98,81,95,3,57,52,1,1,2,4,19,1,0,0,0,0,0,0,2,3,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,-5,-4,0,3,0,-1,14,3,2,1,6,0,4,0,50,41,45,89,0,15
214,"Corteze","Armstrong","",56,"1984-6-9",54298,206,180,180,5,0,5,0,28864,0,0,0,0,0,2,3,13,11,2,80,26,23,23,35,87,81,143,0,0,0,0,0,0,3,2,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,-5,1,7,1,0,0,-1,0,12,4,4,0,2,5,2,-1,54,45,86,6,0,43
215,"Chris","Nicoll","",56,"1983-10-30",86593,206,190,192,4,0,4,0,28662,0,0,0,0,0,15,2,14,6,1,24,68,26,19,24,91,72,140,0,0,0,0,0,0,2,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,10,-2,3,-3,2,5,1,0,0,12,4,3,1,1,-3,-3,5,49,76,43,9,0,40
216,"Cecil","Cooper","",90,"1949-12-20",11557,206,215,188,5,4,5,0,0,0,0,0,0,0,0,0,0,0,3,111,0,92,94,107,142,131,145,0,0,0,0,0,0,0,1,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,6,10,-3,1,-9,0,0,0,0,13,3,3,1,0,0,0,0,119,35,118,0,0,89
217,"Ed","Wade","",84,"1956-1-31",9018,206,185,185,3,15,1,0,0,6,0,0,0,0,155,140,135,149,2,0,0,4,1,1,0,0,9,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,-5,2,1,4,0,0,0,0,12,6,1,1,0,0,0,0,52,1,1,147,0,8
218,"Jaquan","Beckles","",44,"1995-10-2",86081,206,190,189,8,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,10,0,0,1,96,113,48,140,122,0,0,3,3,2,0,98,12,114,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,-3,-5,3,-3,4,1,0,12,6,1,1,-3,-6,-2,6,32,0,0,1,85,2
219,"Fleming","Baez","",59,"1981-6-10",71432,56,170,184,5,1,5,0,0,0,0,0,0,0,1,1,1,1,2,99,2,105,110,110,80,79,138,0,0,0,0,0,0,0,2,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,-4,-1,-5,1,0,0,0,0,14,4,1,1,0,0,0,0,115,26,99,1,0,86
220,"Austin","Riley","",43,"1997-4-2",49583,206,254,191,5,0,5,0,23831,0,0,0,0,0,7,1,7,4,1,69,39,18,6,44,78,74,61,0,0,0,0,0,0,3,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,5,-2,-2,2,-2,0,12,5,2,1,-4,1,3,2,48,47,70,5,0,37
221,"Dewey","Robinson","",85,"1955-4-28",24312,206,180,184,4,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,138,19,10,9,83,88,135,0,0,0,0,0,1,0,3,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,-4,2,2,-4,0,0,0,0,12,3,3,2,0,0,0,0,57,129,26,0,0,42
222,"Ken","Macha","",89,"1950-9-29",51284,206,205,188,1,6,2,0,0,0,0,0,0,0,0,0,0,0,2,105,45,91,88,85,139,135,161,0,0,0,0,0,3,2,3,3,0,108,0,0,0,0,2,0,1,1,2,-1,-1,0,1,0,5,3,0,4,1,1,0,0,2,0,0,-1,0,-5,0,0,-7,-5,5,0,3,0,0,0,0,14,4,1,1,0,0,0,0,139,70,115,0,0,105
223,"Willie","Randolph","",85,"1954-7-6",32305,206,205,185,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,122,0,153,157,153,141,144,143,0,0,0,0,0,1,4,3,3,0,99,0,0,0,0,0,1,1,-1,0,0,0,0,1,0,1,-2,0,1,1,-1,0,0,2,0,0,-1,0,-5,0,0,-2,0,0,3,-4,0,0,0,0,13,3,3,1,0,0,0,0,140,36,127,0,0,138
224,"Mike","McCready","",62,"1978-1-12",80442,206,195,193,3,1,1,0,0,4,0,0,0,0,47,73,42,69,4,15,5,15,10,26,22,1,10,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-6,-3,0,1,-3,5,4,-1,-1,13,3,2,2,7,-4,2,4,22,7,14,60,0,14
225,"Dave","Bernadel","",60,"1980-6-15",12059,206,195,186,8,7,12,0,0,0,0,0,0,0,0,0,7,5,1,0,0,1,1,1,0,0,1,95,35,80,200,99,0,3,2,1,1,0,199,81,197,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,4,-3,-3,0,0,-2,3,-1,0,12,4,4,0,3,-6,-2,3,60,0,0,2,129,0
226,"Bruce","Seid","",78,"1961-8-21",32688,206,160,178,6,21,6,0,0,6,0,0,0,0,131,140,139,141,2,0,0,3,7,1,0,0,1,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-6,3,5,6,4,0,0,0,0,14,3,2,1,0,0,0,0,72,0,0,137,0,7
227,"Dale","Sveum","",76,"1963-11-23",64144,206,225,190,1,13,2,0,0,0,0,0,0,0,0,0,0,0,3,132,0,141,139,129,142,144,141,0,0,0,0,0,3,2,3,3,0,93,0,0,0,0,3,-1,2,2,3,1,1,0,1,0,5,4,0,2,0,1,0,0,1,0,0,-2,0,-5,0,0,-2,0,-4,3,-5,0,0,0,0,12,4,3,1,0,0,0,0,153,36,135,0,0,125
228,"Micah","Bowie","",65,"1974-11-10",32999,206,220,193,4,0,4,0,3540,0,0,0,0,0,14,9,18,13,2,28,92,11,1,1,119,97,150,0,0,0,0,0,0,3,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,4,-4,-1,-8,-3,2,2,-2,-1,14,3,3,0,-1,2,-4,5,47,100,52,13,0,32
229,"John","Russell","",79,"1961-1-5",57035,206,185,177,1,19,2,0,0,0,0,0,0,0,9,7,1,19,4,122,78,122,127,127,135,140,157,0,0,0,0,0,3,0,3,3,0,122,0,0,0,0,3,-1,2,1,2,3,-1,0,2,0,5,4,0,1,0,0,0,0,1,0,0,-1,0,-5,0,0,-4,5,0,2,-1,0,0,0,0,13,4,3,0,0,0,0,0,162,95,128,11,0,124
230,"Molly","Moore","",59,"1980-11-4",0,206,190,183,5,0,5,0,11972,0,0,0,0,0,3,21,9,5,2,134,1,26,15,29,169,159,145,0,0,0,0,0,0,4,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,3,-1,9,7,-1,2,3,-1,0,13,5,1,1,-2,-3,-6,-5,63,40,140,8,0,52
231,"Luis","Grullon","",52,"1987-9-12",71432,56,200,191,3,0,1,0,28924,4,0,0,0,0,74,51,75,39,3,11,3,24,41,41,1,14,13,0,0,0,0,0,0,1,3,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,-6,2,5,-3,3,0,0,14,3,2,1,2,-7,6,-3,39,5,11,57,0,41
232,"Jonathan","Leslie","",53,"1986-9-4",42078,206,200,182,8,5,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,7,0,0,1,100,58,64,132,189,0,2,3,3,3,0,128,122,77,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,1,-5,-4,4,-5,-8,1,1,-1,12,5,2,1,4,5,7,0,51,0,0,0,117,1
233,"Mike","McIlvenna","",44,"1995-10-24",46742,206,205,192,8,0,12,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,3,1,0,0,1,138,140,164,95,114,0,0,0,2,1,0,78,177,25,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-3,-3,-1,2,5,-2,0,13,3,2,2,-4,2,3,-3,51,0,0,3,124,0
234,"Bill","Barnes","",59,"1980-9-1",0,206,190,183,5,0,5,0,2786,0,0,0,0,0,22,7,17,5,3,90,1,1,1,1,103,100,154,0,0,0,0,0,0,4,2,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,3,-8,1,1,2,-1,2,1,0,11,5,2,2,6,3,1,-2,40,31,97,12,0,27
235,"Carlos","Peralta","",54,"1985-7-29",71432,56,185,185,4,0,4,0,29255,0,0,0,0,0,24,6,23,15,3,29,105,24,20,12,119,90,157,0,0,0,0,0,0,2,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,-7,3,1,0,0,0,12,3,3,2,0,7,5,-1,53,109,52,17,0,38
236,"Tony","La Russa","",95,"1944-10-4",78373,206,185,186,1,32,2,0,0,0,0,0,0,0,0,0,0,0,2,110,110,116,124,110,185,142,163,0,0,0,0,0,5,2,3,3,0,109,0,0,0,0,2,3,3,4,2,2,2,0,2,0,-1,-2,0,1,2,3,0,0,3,0,0,4,0,-5,0,0,-5,4,-1,4,0,0,0,0,0,13,5,2,0,0,0,0,0,162,123,123,0,0,124
